es_id,authors,title,year,source,type,discipline,study_nr,ai_label,consumer_response,autonomy,performance,anthropomorphism,uniqueness_recognition,application_domain,task_objectivity,task_consequentiality,human_benchmark,ai_explanation,field_setting,stimulus_presentation,incentive_compatibility,behavioral_dv,within_subject_design,online_sample,average_age,percentage_females,geographical_background,familiarity,n1,n2,n,p_value,cohens_d
285,"millet, buehler, du, & kokkoris",defending humankind: anthropocentric bias in the appreciation of AI art,2023,computers in human behavior,journal publication,information systems,2,ai assistants,affective,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,yes,yes,35.07,65.4,europe,no,NA,NA,298,< 0.001,-0.8069
286,"millet, buehler, du, & kokkoris",defending humankind: anthropocentric bias in the appreciation of AI art,2023,computers in human behavior,journal publication,information systems,3,ai assistants,affective,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,yes,yes,34.63,52.6,europe,no,NA,NA,404,0.021 ,-0.2857
287,"millet, buehler, du, & kokkoris",defending humankind: anthropocentric bias in the appreciation of AI art,2023,computers in human behavior,journal publication,information systems,4,ai robots,affective,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,yes,yes,37.61,65.6,europe,no,NA,NA,800,< 0.001,-0.937
288,"millet, buehler, du, & kokkoris",defending humankind: anthropocentric bias in the appreciation of AI art,2023,computers in human behavior,journal publication,information systems,4,ai robots,affective,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,yes,yes,37.61,65.6,europe,no,NA,NA,800,< 0.001,-1.8834
289,"millet, buehler, du, & kokkoris",defending humankind: anthropocentric bias in the appreciation of AI art,2023,computers in human behavior,journal publication,information systems,4,ai robots,behavioral,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,yes,yes,37.61,65.6,europe,no,NA,NA,800,< 0.001,-0.8729
290,"granulo, fuchs, & puntoni",preference for human (vs. robotic) labor is stronger in symbolic consumption contexts,2021,journal of consumer psychology,journal publication,marketing,2,ai algorithms,behavioral,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,yes,yes,37.42,50,NA,no,NA,NA,322,< 0.01,-1.096
291,"granulo, fuchs, & puntoni",preference for human (vs. robotic) labor is stronger in symbolic consumption contexts,2021,journal of consumer psychology,journal publication,marketing,2,ai algorithms,behavioral,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,yes,yes,37.42,50,NA,no,NA,NA,322,< 0.01,-0.483
292,"granulo, fuchs, & puntoni",preference for human (vs. robotic) labor is stronger in symbolic consumption contexts,2021,journal of consumer psychology,journal publication,marketing,3,ai algorithms,behavioral,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,yes,yes,37.23,43.53,NA,no,NA,NA,402,< 0.01,-1.117
293,"granulo, fuchs, & puntoni",preference for human (vs. robotic) labor is stronger in symbolic consumption contexts,2021,journal of consumer psychology,journal publication,marketing,3,ai algorithms,behavioral,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,yes,yes,37.23,43.53,NA,no,NA,NA,402,< 0.01,-0.474
294,chang & wang,conservatives endorse fintech? individual regulatory focus attenuates the algorithm aversion effects in automated wealth management,2023,computers in human behavior,journal publication,information systems,2,ai assistants,behavioral,extensive,NA,absent,present,investing & finance,objective,low,expert,absent,no,perceptually rich,no,no,no,no,31.86,55.33,NA,yes,150,150,300,NA,-0.395
295,chang & wang,conservatives endorse fintech? individual regulatory focus attenuates the algorithm aversion effects in automated wealth management,2023,computers in human behavior,journal publication,information systems,2,ai assistants,behavioral,extensive,NA,absent,present,investing & finance,objective,low,expert,absent,no,perceptually rich,no,no,no,no,31.86,55.33,NA,yes,150,150,300,NA,0.107
296,chang & wang,conservatives endorse fintech? individual regulatory focus attenuates the algorithm aversion effects in automated wealth management,2023,computers in human behavior,journal publication,information systems,3,ai assistants,behavioral,extensive,NA,absent,present,investing & finance,objective,low,expert,absent,no,perceptually rich,no,no,no,no,30.53,60.4,NA,yes,149,149,298,NA,-0.121
297,"xie, yu, zhang, & chen",the searching artificial intelligence: consumers show less aversion to algorithm-recommended search product,2022,psychology & marketing,journal publication,marketing,1,ai algorithms,behavioral,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,yes,37.98,55.35,NA,no,56,56,112,NA,-0.5487
298,"xie, yu, zhang, & chen",the searching artificial intelligence: consumers show less aversion to algorithm-recommended search product,2022,psychology & marketing,journal publication,marketing,1,ai algorithms,behavioral,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,no,yes,37.98,55.35,NA,no,56,56,112,NA,0.201
299,"you, yang, & li",algorithmic versus human advice: does presenting prediction performance matter for algorithm appreciation?,2022,journal of management information systems,journal publication,information systems,1A,ai algorithms,behavioral,limited,NA,absent,absent,operations & management,objective,high,non-expert,absent,no,text only,yes,yes,no,yes,26.68,50.56,NA,no,119,120,239,NA,0.351
300,"you, yang, & li",algorithmic versus human advice: does presenting prediction performance matter for algorithm appreciation?,2022,journal of management information systems,journal publication,information systems,1A,ai algorithms,behavioral,limited,equivalent,absent,absent,operations & management,objective,high,non-expert,absent,no,text only,yes,yes,no,yes,26.68,50.56,NA,no,119,120,239,NA,0.24
301,"you, yang, & li",algorithmic versus human advice: does presenting prediction performance matter for algorithm appreciation?,2022,journal of management information systems,journal publication,information systems,1B,ai algorithms,behavioral,limited,NA,absent,absent,operations & management,objective,high,non-expert,absent,no,text only,yes,yes,no,yes,33.91,35.7,NA,no,112,113,225,NA,0.354
302,"you, yang, & li",algorithmic versus human advice: does presenting prediction performance matter for algorithm appreciation?,2022,journal of management information systems,journal publication,information systems,1B,ai algorithms,behavioral,limited,equivalent,absent,absent,operations & management,objective,high,non-expert,absent,no,text only,yes,yes,no,yes,33.91,35.7,NA,no,112,113,225,NA,0.312
303,"you, yang, & li",algorithmic versus human advice: does presenting prediction performance matter for algorithm appreciation?,2022,journal of management information systems,journal publication,information systems,1C,ai algorithms,behavioral,limited,NA,absent,absent,operations & management,objective,high,expert,absent,no,text only,yes,yes,no,yes,39.49,49.8,NA,no,123,124,247,NA,0.211
304,"you, yang, & li",algorithmic versus human advice: does presenting prediction performance matter for algorithm appreciation?,2022,journal of management information systems,journal publication,information systems,1C,ai algorithms,behavioral,limited,equivalent,absent,absent,operations & management,objective,high,expert,absent,no,text only,yes,yes,no,yes,39.49,49.8,NA,no,123,124,247,NA,0.184
305,"you, yang, & li",algorithmic versus human advice: does presenting prediction performance matter for algorithm appreciation?,2022,journal of management information systems,journal publication,information systems,2,ai algorithms,behavioral,limited,NA,absent,absent,operations & management,objective,high,non-expert,absent,no,text only,yes,yes,no,yes,37.98,44.61,NA,no,94,94,188,NA,-0.487
306,"you, yang, & li",algorithmic versus human advice: does presenting prediction performance matter for algorithm appreciation?,2022,journal of management information systems,journal publication,information systems,2,ai algorithms,behavioral,limited,equivalent,absent,absent,operations & management,objective,high,non-expert,absent,no,text only,yes,yes,no,yes,37.98,44.61,NA,no,94,94,188,NA,-0.15
307,"you, yang, & li",algorithmic versus human advice: does presenting prediction performance matter for algorithm appreciation?,2022,journal of management information systems,journal publication,information systems,2,ai algorithms,behavioral,limited,equivalent,absent,absent,operations & management,objective,high,non-expert,absent,no,text only,yes,yes,no,yes,37.98,44.61,NA,no,95,95,190,NA,0.197
308,"you, yang, & li",algorithmic versus human advice: does presenting prediction performance matter for algorithm appreciation?,2022,journal of management information systems,journal publication,information systems,3,ai algorithms,behavioral,limited,equivalent,absent,absent,operations & management,objective,high,non-expert,absent,no,text only,yes,yes,no,yes,33.88,43.6,NA,no,92,92,184,NA,-0.344
309,"you, yang, & li",algorithmic versus human advice: does presenting prediction performance matter for algorithm appreciation?,2022,journal of management information systems,journal publication,information systems,3,ai algorithms,behavioral,limited,equivalent,absent,absent,operations & management,objective,high,non-expert,absent,no,text only,yes,yes,no,yes,33.88,43.6,NA,no,92,92,184,NA,0.376
310,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,1,ai algorithms,behavioral,extensive,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,37.6,71,europe,no,50,49,99,NA,0.098
311,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,1,ai algorithms,behavioral,limited,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,37.6,71,europe,no,50,50,100,NA,0.007
312,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,1,ai algorithms,behavioral,extensive,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,37.6,71,europe,no,50,50,100,NA,0.165
313,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,1,ai algorithms,behavioral,limited,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,37.6,71,europe,no,50,50,100,NA,0.379
314,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,1,ai algorithms,behavioral,extensive,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,37.6,71,europe,no,50,49,99,NA,-0.369
315,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,1,ai algorithms,behavioral,limited,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,37.6,71,europe,no,50,50,100,NA,0
316,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,1,ai algorithms,behavioral,extensive,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,37.6,71,europe,no,50,50,100,NA,-0.105
317,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,1,ai algorithms,behavioral,limited,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,37.6,71,europe,no,50,50,100,NA,0.212
318,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,2,ai algorithms,behavioral,extensive,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,32.87,73,europe,no,50,49,99,NA,0.077
319,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,2,ai algorithms,behavioral,limited,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,32.87,73,europe,no,50,49,99,NA,0.066
320,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,2,ai algorithms,behavioral,extensive,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,32.87,73,europe,no,50,49,99,NA,0.013
321,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,2,ai algorithms,behavioral,limited,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,32.87,73,europe,no,50,49,99,NA,0.233
322,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,2,ai algorithms,behavioral,extensive,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,32.87,73,europe,no,50,49,99,NA,-0.525
323,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,2,ai algorithms,behavioral,limited,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,32.87,73,europe,no,50,49,99,NA,0
324,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,2,ai algorithms,behavioral,extensive,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,32.87,73,europe,no,50,49,99,NA,-0.552
325,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,2,ai algorithms,behavioral,limited,NA,absent,absent,investing & finance,objective,low,expert,absent,no,text only,no,yes,no,yes,32.87,73,europe,no,50,49,99,NA,-0.241
326,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,3,ai algorithms,behavioral,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,yes,no,yes,32.97,68,europe,no,50,49,99,NA,-0.409
327,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,3,ai algorithms,behavioral,limited,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,yes,no,yes,32.97,68,europe,no,50,49,99,NA,-0.295
328,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,3,ai algorithms,behavioral,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,yes,no,yes,32.97,68,europe,no,50,49,99,NA,-0.006
329,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,3,ai algorithms,behavioral,limited,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,yes,no,yes,32.97,68,europe,no,50,50,100,NA,-0.387
330,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,3,ai algorithms,behavioral,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,yes,no,yes,32.97,68,europe,no,50,49,99,NA,-0.827
331,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,3,ai algorithms,behavioral,limited,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,yes,no,yes,32.97,68,europe,no,50,49,99,NA,-0.117
332,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,3,ai algorithms,behavioral,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,yes,no,yes,32.97,68,europe,no,50,49,99,NA,-0.027
333,"schaap, bosse, & vettehen","the abc of algorithmic aversion: not agent, but benefits and control determine the acceptance of automated decision-making",2023,ai & society,journal publication,information systems,3,ai algorithms,behavioral,limited,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,yes,no,yes,32.97,68,europe,no,50,50,100,NA,-0.146
334,"wu, xu, yu, & peng",acceptance of medical treatment regimens provided by ai vs. human,2022,applied sciences-basel,journal publication,applied natural sciences,1,ai systems,behavioral,extensive,equivalent,absent,present,healthcare,objective,high,expert,absent,no,text only,no,no,no,no,28.72,46,asia,no,60,61,121,NA,-0.422
335,"wu, xu, yu, & peng",acceptance of medical treatment regimens provided by ai vs. human,2022,applied sciences-basel,journal publication,applied natural sciences,2,ai systems,behavioral,extensive,equivalent,absent,present,healthcare,objective,high,expert,absent,no,text only,no,no,no,no,26.31,44.88,asia,no,51,51,102,0.818,-0.05
336,"wu, xu, yu, & peng",acceptance of medical treatment regimens provided by ai vs. human,2022,applied sciences-basel,journal publication,applied natural sciences,2,ai systems,behavioral,extensive,equivalent,absent,present,healthcare,objective,high,expert,absent,no,text only,no,no,no,no,26.31,44.88,asia,no,51,52,103,< 0. 001 ,-0.69
337,"wu, xu, yu, & peng",acceptance of medical treatment regimens provided by ai vs. human,2022,applied sciences-basel,journal publication,applied natural sciences,3,ai systems,behavioral,extensive,equivalent,absent,present,healthcare,objective,high,expert,absent,no,text only,no,no,no,no,29.82,55.07,asia,no,56,57,113,0.272,0.211
338,"wu, xu, yu, & peng",acceptance of medical treatment regimens provided by ai vs. human,2022,applied sciences-basel,journal publication,applied natural sciences,3,ai systems,behavioral,extensive,equivalent,absent,present,healthcare,objective,high,expert,absent,no,text only,no,no,no,no,29.82,55.07,asia,no,57,57,114,< 0.001,-0.69
339,"aschauer, sohn, & hirsch",managerial advice-taking-sharing responsibility with (non)human advisors trumps decision accuracy,2023,european management review,journal publication,management,1,ai systems,behavioral,limited,NA,absent,absent,operations & management,objective,low,expert,absent,no,text only,yes,yes,no,no,NA,33.57,europe,no,43,44,87,NA,0.028
340,"aschauer, sohn, & hirsch",managerial advice-taking-sharing responsibility with (non)human advisors trumps decision accuracy,2023,european management review,journal publication,management,1,ai systems,behavioral,limited,NA,absent,absent,operations & management,objective,low,expert,absent,no,text only,yes,yes,no,no,NA,33.57,europe,no,23,33,56,NA,0.601
341,"claudy, aquino, & graso",artificial intelligence can't be charmed: the effects of impartiality on laypeople's algorithmic preferences,2022,frontiers in psychology,journal publication,psychology,1,ai systems,affective,extensive,equivalent,absent,present,operations & management,objective,high,expert,absent,no,text only,no,no,yes,yes,31.6,41.7,NA,no,NA,NA,118,< 0.001,0.812
342,"claudy, aquino, & graso",artificial intelligence can't be charmed: the effects of impartiality on laypeople's algorithmic preferences,2022,frontiers in psychology,journal publication,psychology,1,ai systems,affective,extensive,equivalent,absent,present,operations & management,objective,high,expert,absent,no,text only,no,no,yes,yes,31.6,41.7,NA,no,NA,NA,118,< 0.001,-1.2758
343,"choung, seberger, & david",when ai is perceived to be fairer than a human: understanding perceptions of algorithmic decisions in a job application context,2023,international journal of human-computer interaction,journal publication,information systems,1,ai algorithms,affective,extensive,NA,absent,present,operations & management,objective,high,expert,absent,no,text only,no,no,no,yes,49.25,45,america,no,60,56,116,NA,-0.082
344,"choung, seberger, & david",when ai is perceived to be fairer than a human: understanding perceptions of algorithmic decisions in a job application context,2023,international journal of human-computer interaction,journal publication,information systems,1,ai algorithms,cognitive,extensive,NA,absent,present,operations & management,objective,high,expert,absent,no,text only,no,no,no,yes,49.25,45,america,no,60,56,116,NA,0.032
345,"choung, seberger, & david",when ai is perceived to be fairer than a human: understanding perceptions of algorithmic decisions in a job application context,2023,international journal of human-computer interaction,journal publication,information systems,1,ai algorithms,affective,extensive,NA,absent,present,operations & management,objective,high,expert,absent,no,text only,no,no,no,yes,49.25,45,america,no,60,56,116,NA,0.2
346,"choung, seberger, & david",when ai is perceived to be fairer than a human: understanding perceptions of algorithmic decisions in a job application context,2023,international journal of human-computer interaction,journal publication,information systems,1,ai algorithms,cognitive,extensive,NA,absent,present,operations & management,objective,high,expert,absent,no,text only,no,no,no,yes,49.25,45,america,no,60,56,116,NA,0.599
347,"choung, seberger, & david",when ai is perceived to be fairer than a human: understanding perceptions of algorithmic decisions in a job application context,2023,international journal of human-computer interaction,journal publication,information systems,1,ai algorithms,affective,extensive,NA,absent,present,operations & management,objective,high,expert,absent,no,text only,no,no,no,yes,49.25,45,america,no,60,59,119,NA,1.025
348,"choung, seberger, & david",when ai is perceived to be fairer than a human: understanding perceptions of algorithmic decisions in a job application context,2023,international journal of human-computer interaction,journal publication,information systems,1,ai algorithms,cognitive,extensive,NA,absent,present,operations & management,objective,high,expert,absent,no,text only,no,no,no,yes,49.25,45,america,no,60,59,119,NA,1.171
349,"choung, seberger, & david",when ai is perceived to be fairer than a human: understanding perceptions of algorithmic decisions in a job application context,2023,international journal of human-computer interaction,journal publication,information systems,1,ai algorithms,affective,extensive,NA,absent,present,operations & management,objective,high,expert,absent,no,text only,no,no,no,yes,49.25,45,america,no,60,59,119,NA,0.969
350,"choung, seberger, & david",when ai is perceived to be fairer than a human: understanding perceptions of algorithmic decisions in a job application context,2023,international journal of human-computer interaction,journal publication,information systems,1,ai algorithms,cognitive,extensive,NA,absent,present,operations & management,objective,high,expert,absent,no,text only,no,no,no,yes,49.25,45,america,no,60,59,119,NA,1.374
351,"magni, park, & chao",humans as creativity gatekeepers: are we biased against ai creativity?,2023,journal of business and psychology,journal publication,management,1,ai systems,NA,extensive,NA,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,yes,no,19.05,66,asia,no,NA,NA,131,< 0.001,-0.263
352,"magni, park, & chao",humans as creativity gatekeepers: are we biased against ai creativity?,2023,journal of business and psychology,journal publication,management,2,ai systems,NA,extensive,NA,absent,absent,operations & management,subjective,low,expert,present,no,text only,no,no,no,yes,40.29,54,america,yes,151,152,303,0.726,-0.006
353,"magni, park, & chao",humans as creativity gatekeepers: are we biased against ai creativity?,2023,journal of business and psychology,journal publication,management,2,ai systems,cognitive,extensive,NA,absent,absent,operations & management,subjective,low,expert,present,no,text only,no,no,no,yes,40.29,54,america,yes,151,152,303,NA,-0.816
354,"magni, park, & chao",humans as creativity gatekeepers: are we biased against ai creativity?,2023,journal of business and psychology,journal publication,management,3,ai systems,NA,extensive,equivalent,absent,absent,operations & management,subjective,low,expert,present,no,text only,no,no,no,yes,43.85,57,NA,no,401,401,802,0.783,0.022
355,"magni, park, & chao",humans as creativity gatekeepers: are we biased against ai creativity?,2023,journal of business and psychology,journal publication,management,3,ai systems,cognitive,extensive,equivalent,absent,absent,operations & management,subjective,low,expert,present,no,text only,no,no,no,yes,43.85,57,NA,no,401,401,802,< 0.001,-0.874
356,"magni, park, & chao",humans as creativity gatekeepers: are we biased against ai creativity?,2023,journal of business and psychology,journal publication,management,4,ai systems,NA,extensive,equivalent,absent,absent,entertainment & lifestyle,subjective,low,expert,absent,no,text only,no,no,yes,yes,40.25,54,NA,no,NA,NA,808,< 0.001,-0.541
357,"yan, chen, zhou, dai, & yang",when the automated fire backfires: the adoption of algorithm-based hr decision-making could induce consumer's unfavorable ethicality inferences of the company,2023,journal of business ethics,journal publication,management,1,ai algorithms,affective,extensive,equivalent,absent,present,operations & management,objective,high,expert,absent,no,text only,no,no,no,yes,36.15,37.5,america,no,94,98,192,0.008,-0.392
358,"yan, chen, zhou, dai, & yang",when the automated fire backfires: the adoption of algorithm-based hr decision-making could induce consumer's unfavorable ethicality inferences of the company,2023,journal of business ethics,journal publication,management,2,ai algorithms,affective,extensive,equivalent,absent,present,operations & management,objective,high,expert,absent,no,text only,no,no,no,yes,40.3,36.32,america,no,102,104,206,0.003,-0.419
359,"yan, chen, zhou, dai, & yang",when the automated fire backfires: the adoption of algorithm-based hr decision-making could induce consumer's unfavorable ethicality inferences of the company,2023,journal of business ethics,journal publication,management,2,ai algorithms,affective,extensive,equivalent,absent,present,operations & management,objective,high,expert,absent,no,text only,no,no,no,yes,40.3,36.32,america,no,102,104,206,0.001,-0.518
360,"yan, chen, zhou, dai, & yang",when the automated fire backfires: the adoption of algorithm-based hr decision-making could induce consumer's unfavorable ethicality inferences of the company,2023,journal of business ethics,journal publication,management,2,ai algorithms,cognitive,extensive,equivalent,absent,present,operations & management,objective,high,expert,absent,no,text only,no,no,no,yes,40.3,36.32,america,no,102,104,206,0.063,0.26
361,"yan, chen, zhou, dai, & yang",when the automated fire backfires: the adoption of algorithm-based hr decision-making could induce consumer's unfavorable ethicality inferences of the company,2023,journal of business ethics,journal publication,management,3,ai algorithms,affective,extensive,equivalent,absent,present,operations & management,objective,low,expert,absent,no,text only,no,no,no,yes,41.345,53.1,america,no,50,54,104,NA,-1.208
362,"yan, chen, zhou, dai, & yang",when the automated fire backfires: the adoption of algorithm-based hr decision-making could induce consumer's unfavorable ethicality inferences of the company,2023,journal of business ethics,journal publication,management,3,ai algorithms,affective,extensive,equivalent,absent,present,operations & management,objective,low,expert,absent,no,text only,no,no,no,yes,41.345,53.1,america,no,54,51,105,NA,0.071
363,"yan, chen, zhou, dai, & yang",when the automated fire backfires: the adoption of algorithm-based hr decision-making could induce consumer's unfavorable ethicality inferences of the company,2023,journal of business ethics,journal publication,management,3,ai algorithms,affective,extensive,equivalent,absent,present,operations & management,objective,low,expert,absent,no,text only,no,no,no,yes,41.345,53.1,america,no,50,54,104,NA,-0.029
364,"yan, chen, zhou, dai, & yang",when the automated fire backfires: the adoption of algorithm-based hr decision-making could induce consumer's unfavorable ethicality inferences of the company,2023,journal of business ethics,journal publication,management,3,ai algorithms,affective,extensive,equivalent,absent,present,operations & management,objective,low,expert,absent,no,text only,no,no,no,yes,41.345,53.1,america,no,54,51,105,NA,-0.623
365,"yan, chen, zhou, dai, & yang",when the automated fire backfires: the adoption of algorithm-based hr decision-making could induce consumer's unfavorable ethicality inferences of the company,2023,journal of business ethics,journal publication,management,4,ai algorithms,affective,extensive,equivalent,absent,present,operations & management,objective,low,expert,absent,no,text only,no,no,no,yes,35.744,30.6,america,no,74,68,142,0.006,-0.46
366,"yan, chen, zhou, dai, & yang",when the automated fire backfires: the adoption of algorithm-based hr decision-making could induce consumer's unfavorable ethicality inferences of the company,2023,journal of business ethics,journal publication,management,4,ai algorithms,affective,extensive,equivalent,absent,present,operations & management,objective,low,expert,absent,no,text only,no,no,no,yes,35.744,30.6,america,no,74,69,143,0.004,-0.511
367,"yan, chen, zhou, dai, & yang",when the automated fire backfires: the adoption of algorithm-based hr decision-making could induce consumer's unfavorable ethicality inferences of the company,2023,journal of business ethics,journal publication,management,4,ai algorithms,affective,extensive,equivalent,absent,present,operations & management,objective,low,expert,absent,no,text only,no,no,no,yes,35.744,30.6,america,no,74,70,144,0.505,0.119
368,"yan, chen, zhou, dai, & yang",when the automated fire backfires: the adoption of algorithm-based hr decision-making could induce consumer's unfavorable ethicality inferences of the company,2023,journal of business ethics,journal publication,management,4,ai algorithms,affective,extensive,equivalent,absent,present,operations & management,objective,low,expert,absent,no,text only,no,no,no,yes,35.744,30.6,america,no,74,68,142,0.001,-0.534
369,"yan, chen, zhou, dai, & yang",when the automated fire backfires: the adoption of algorithm-based hr decision-making could induce consumer's unfavorable ethicality inferences of the company,2023,journal of business ethics,journal publication,management,4,ai algorithms,affective,extensive,equivalent,absent,present,operations & management,objective,low,expert,absent,no,text only,no,no,no,yes,35.744,30.6,america,no,74,69,143,0.043,-0.38
370,"yan, chen, zhou, dai, & yang",when the automated fire backfires: the adoption of algorithm-based hr decision-making could induce consumer's unfavorable ethicality inferences of the company,2023,journal of business ethics,journal publication,management,4,ai algorithms,affective,extensive,equivalent,absent,present,operations & management,objective,low,expert,absent,no,text only,no,no,no,yes,35.744,30.6,america,no,74,70,144,0.534,0.115
371,daschner & obermaier,algorithm aversion? on the influence of advice accuracy on trust in algorithmic advice,2022,journal of decision systems,journal publication,information systems,1,ai algorithms,cognitive,limited,NA,absent,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,yes,22,52.18,NA,no,193,196,389,NA,0.115
372,daschner & obermaier,algorithm aversion? on the influence of advice accuracy on trust in algorithmic advice,2022,journal of decision systems,journal publication,information systems,1,ai algorithms,affective,limited,NA,absent,absent,operations & management,objective,low,non-expert,absent,no,text only,no,no,no,no,19,43,NA,no,193,196,389,NA,0.118
